ts,dmg,ac,level,maxhp,hp_after,nearby
1785713288940,15,55,18,1027,765,992
1785713290942,15,55,18,1027,800,992
1785713292942,17,55,18,1027,783,992
1785713296450,17,55,18,1027,766,992
1785713298446,14,55,18,1027,802,992
1785713300454,17,55,18,1027,785,992
1785713301956,17,55,18,1027,768,992
1785713307463,13,55,18,1027,805,992
1785713309461,15,55,18,1027,790,992
1785713311465,17,55,18,1027,795,992
1785713312973,14,55,18,1027,781,992
1785713325985,14,55,18,1027,694,
1785713327995,13,55,18,1027,681,
1785713329998,14,55,18,1027,667,
1785713338372,14,55,18,1027,653,
1785713338373,17,55,18,1027,636,
1785713338373,15,55,18,1027,643,
1785713339005,16,55,18,1027,627,
1785713345546,17,55,18,1027,710,
1785713347548,19,55,18,1027,791,
1785713349545,14,55,18,1027,777,
1785713351057,13,55,18,1027,764,
1785713353050,18,55,18,1027,796,
1785713355053,15,55,18,1027,781,
1785713358566,16,55,18,1027,765,
1785713360565,15,55,18,1027,800,
1785713362568,18,55,18,1027,804,
1785713364571,19,55,18,1027,785,
1785713366075,19,55,18,1027,766,
1785713368075,17,55,18,1027,799,
1785713370079,19,55,18,1027,780,
1785713373581,14,55,18,1027,766,
1785713375582,14,55,18,1027,802,
1785713377587,16,55,18,1027,786,
1785713379090,18,55,18,1027,768,
1785713381092,14,55,18,1027,804,
1785713383105,17,55,18,1027,787,
1785713384593,16,55,18,1027,771,
1785713386596,13,55,18,1027,758,
1785713388601,18,55,18,1027,762,
1785713390600,19,55,18,1027,793,
1785713391603,4,55,18,1027,789,
1785713392103,13,55,18,1027,776,
1785713393106,3,55,18,1027,773,
1785713394105,17,55,18,1027,756,
1785713395106,6,55,18,1027,750,
1785713396110,19,55,18,1027,781,
1785713397111,5,55,18,1027,776,
1785713397609,16,55,18,1027,760,
1785713398608,4,55,18,1027,806,
1785713399611,14,55,18,1027,792,
1785713400610,3,55,18,1027,789,
1785713401617,19,55,18,1027,770,
1785713403130,19,55,18,1027,801,
1785713404630,5,55,18,1027,796,
1785713405136,14,55,18,1027,782,
1785713406136,3,55,18,1027,779,
1785713407135,17,55,18,1027,762,
1785713408140,3,55,18,1027,759,
1785713408636,17,55,18,1027,792,
1785713410222,3,55,18,1027,789,
1785713411639,3,55,18,1027,786,
1785713413643,6,55,18,1027,802,32
1785713415647,4,55,18,1027,798,
1785713417646,3,55,18,1027,795,
1785713419149,3,55,18,1027,792,
1785713421156,3,55,18,1027,789,
1785713423155,3,55,18,1027,786,
1785713516258,6,55,18,1027,711,
1785713524927,6,55,18,1027,705,
1785713524928,7,55,18,1027,698,
1785713524928,12,55,18,1027,686,
1785713524928,5,55,18,1027,681,
1785713524928,7,55,18,1027,674,
1785713525277,5,55,18,1027,669,
1785713525774,7,55,18,1027,662,
1785713526982,3,55,18,1027,659,
1785713527275,6,55,18,1027,653,
1785713528779,3,55,18,1027,700,
1785713529278,10,55,18,1027,740,
1785713530799,4,55,18,1027,786,
1785713532781,4,55,18,1027,782,
1785713532781,7,55,18,1027,775,
1785713534285,4,55,18,1027,771,
1785713534796,12,55,18,1027,759,
1785713536791,6,55,18,1027,803,
1785713538285,4,55,18,1027,821,
1785713540286,12,55,18,1027,809,
1785713542293,10,55,18,1027,799,
1785713545798,3,55,18,1027,796,
1785713547799,4,55,18,1027,792,
1785713547799,7,55,18,1027,785,
1785713549296,4,55,18,1027,781,
1785713549803,9,55,18,1027,772,
1785713551301,3,55,18,1027,769,
1785713551801,9,55,18,1027,760,
1785713553300,12,55,18,1027,798,
1785713554810,5,55,18,1027,793,
1785713555302,6,55,18,1027,787,
1785713560810,5,55,18,1027,782,
1785713562810,6,55,18,1027,776,
1785713562810,6,55,18,1027,770,
1785713564311,6,55,18,1027,836,
1785713564816,9,55,18,1027,827,
1785713568315,12,55,18,1027,815,
1785713569818,3,55,18,1027,812,
1785713570317,6,55,18,1027,806,
1785713571845,6,55,18,1027,800,
1785713572323,7,55,18,1027,793,
1785713573825,5,55,18,1027,788,
1785713573825,12,55,18,1027,776,
1785713575324,6,55,18,1027,770,
1785713575822,6,55,18,1027,764,
1785713579329,6,55,18,1027,808,
1785713579836,6,55,18,1027,802,
1785713581332,6,55,18,1027,796,
1785713584835,3,55,18,1027,793,
1785713589337,9,55,18,1027,806,
1785713590839,6,55,18,1027,800,
1785713590839,6,55,18,1027,800,
1785713606259,6,55,18,1027,794,
1785713606259,7,55,18,1027,787,
1785713606259,3,55,18,1027,784,
1785713606260,12,55,18,1027,772,
1785713606260,7,55,18,1027,765,
1785713606260,5,55,18,1027,760,
1785713606260,10,55,18,1027,750,
1785713606259,6,55,18,1027,794,
1785713606259,7,55,18,1027,787,
1785713606259,3,55,18,1027,784,
1785713606259,12,55,18,1027,772,
1785713606260,7,55,18,1027,765,
1785713606260,5,55,18,1027,760,
1785713606260,10,55,18,1027,750,
1785713609861,4,55,18,1027,796,
1785713610861,3,55,18,1027,793,
1785713612366,3,55,18,1027,790,
1785713609861,4,55,18,1027,796,
1785713610861,3,55,18,1027,793,
1785713612366,3,55,18,1027,790,
1785713614370,5,55,18,1027,807,
1785713615370,9,55,18,1027,798,
1785713616373,3,55,18,1027,795,
1785713617377,10,55,18,1027,785,
1785713614370,5,55,18,1027,807,
1785713615370,9,55,18,1027,798,
1785713616373,3,55,18,1027,795,
1785713617377,10,55,18,1027,785,
1785713617872,3,55,18,1027,782,
1785713617872,3,55,18,1027,782,
1785713618871,10,55,18,1027,772,
1785713619874,6,55,18,1027,766,
1785713621874,3,55,18,1027,813,
1785713618871,10,55,18,1027,772,
1785713619874,6,55,18,1027,766,
1785713621874,3,55,18,1027,813,
1785713622876,6,55,18,1027,807,
1785713622876,6,55,18,1027,807,
1785713624381,9,55,18,1027,798,
1785713625882,3,55,18,1027,795,
1785713626388,12,55,18,1027,783,
1785713624381,9,55,18,1027,798,
1785713625882,3,55,18,1027,795,
1785713626388,12,55,18,1027,783,
1785713627381,3,55,18,1027,780,
1785713629384,3,55,18,1027,777,
1785713630391,9,55,18,1027,768,
1785713627381,3,55,18,1027,780,
1785713629384,3,55,18,1027,777,
1785713630391,9,55,18,1027,768,
1785713631882,12,55,18,1027,856,
1785713631882,12,55,18,1027,856,
1785713632883,3,55,18,1027,853,
1785713633889,6,55,18,1027,847,
1785713634888,3,55,18,1027,844,
1785713632883,3,55,18,1027,853,
1785713633889,6,55,18,1027,847,
1785713634888,3,55,18,1027,844,
1785713635886,9,55,18,1027,835,
1785713635886,9,55,18,1027,835,
1785713638393,6,55,18,1027,829,
1785713638393,6,55,18,1027,829,
1785713640393,3,55,18,1027,848,
1785713640393,3,55,18,1027,848,
1785713641402,12,55,18,1027,836,
1785713642420,5,55,18,1027,831,
1785713641402,12,55,18,1027,836,
1785713642420,5,55,18,1027,831,
1785713839452,3,55,18,1027,1005,
1785713840951,9,55,18,1027,996,
1785713841452,6,55,18,1027,990,
1785713849150,12,55,18,1027,978,
1785713849150,3,55,18,1027,975,
1785713849150,4,55,18,1027,971,
1785713849150,9,55,18,1027,962,
1785713849150,6,55,18,1027,956,
1785713849150,6,55,18,1027,950,
1785713850955,5,55,18,1027,967,
1785713851961,12,55,18,1027,955,
1785713852465,3,55,18,1027,952,
1785713853963,6,55,18,1027,946,
1785713854465,6,55,18,1027,940,
1785713855973,3,54,18,1027,937,
1785713857470,4,54,18,1027,933,
1785713858974,6,54,18,1027,927,
1785713859473,6,54,18,1027,921,
1785713860973,3,54,18,1027,918,
1785713861475,6,54,18,1027,912,
1785713864482,14,54,18,1027,898,
1785713864482,10,54,18,1027,888,
1785713866485,19,54,18,1027,869,
1785713866485,6,54,18,1027,863,
1785713868485,16,54,18,1027,847,
1785713870486,5,54,18,1027,842,
1785713870486,13,54,18,1027,829,
1785713874002,4,54,18,1027,825,
1785713874002,16,54,18,1027,809,
1785713875992,4,54,18,1027,827,
1785713875993,15,54,18,1027,812,
1785713877995,4,54,18,1027,808,
1785713877995,19,54,18,1027,789,
1785713879496,4,54,18,1027,785,
1785713879497,15,54,18,1027,770,
1785713881500,6,54,18,1027,814,
1785713883506,4,54,18,1027,810,
1785713883506,15,54,18,1027,795,
1785713885505,15,54,18,1027,780,
1785713887006,3,54,18,1027,777,
1785713887006,16,54,18,1027,761,
1785713889007,6,54,18,1027,805,
1785713891009,4,54,18,1027,801,
1785713891009,13,54,18,1027,788,
1785713892510,3,54,18,1027,785,
1785713892510,15,54,18,1027,770,
1785713894513,16,54,18,1027,804,
1785713894513,4,54,18,1027,800,
1785713896514,18,54,18,1027,782,
1785713898515,6,54,18,1027,776,
1785713900527,17,54,18,1027,759,
1785713900527,4,54,18,1027,755,
1785713902029,15,54,18,1027,762,
1785713904029,19,54,18,1027,793,
1785713904030,5,54,18,1027,788,
1785713906031,14,54,18,1027,774,
1785713907533,14,54,18,1027,760,
1785713909540,16,54,18,1027,794,
1785713909540,4,54,18,1027,790,
1785713911542,14,54,18,1027,776,
1785713913041,15,54,18,1027,761,
1785713915042,19,54,18,1027,792,
1785713915042,6,54,18,1027,786,
1785713917044,17,54,18,1027,769,
1785713917044,3,54,18,1027,766,
1785713919053,19,54,18,1027,797,
1785713919053,3,54,18,1027,794,
1785713921051,3,54,18,1027,791,
1785713922553,16,54,18,1027,775,
1785713922553,3,54,18,1027,772,
1785713924555,15,54,18,1027,757,
1785713926559,16,54,18,1027,791,
1785713928559,13,54,18,1027,800,
1785713930060,16,54,18,1027,784,
1785713932061,16,54,18,1027,768,
1785713932061,3,54,18,1027,765,
1785713934064,19,54,18,1027,796,
1785713935566,14,54,18,1027,782,
1785713935566,4,54,18,1027,778,
1785713937568,16,54,18,1027,762,
1785713939571,17,54,18,1027,795,
1785713939572,5,54,18,1027,790,
1785713943575,19,54,18,1027,771,
1785713945582,18,54,18,1027,753,
1785713947077,3,54,18,1027,800,
1785713947580,18,54,18,1027,782,
1785713949580,16,54,18,1027,766,
1785713951602,15,54,18,1027,801,
1785713953085,17,54,18,1027,806,
1785713955087,17,54,18,1027,789,
1785713957089,18,54,18,1027,771,
1785713960094,12,54,18,1027,759,
1785713961597,10,54,18,1027,799,
1785714003144,6,54,18,1027,837,90
1785714005147,3,54,18,1027,834,90
1785714007149,4,54,18,1027,830,90
1785714007151,4,54,18,1027,826,90
1785714008655,3,54,18,1027,823,90
1785714010654,6,54,18,1027,817,90
1785714014156,3,54,18,1027,814,90
1785714016159,5,54,18,1027,809,90
1785714016660,3,54,18,1027,806,90
1785714018161,5,54,18,1027,801,90
1785714019663,3,54,18,1027,798,90
1785714020163,5,54,18,1027,793,90
1785714021665,3,54,18,1027,790,90
1785714025668,3,54,18,1027,787,90
1785714027670,5,54,18,1027,804,90
1785714029170,5,54,18,1027,799,90
1785714031172,3,54,18,1027,796,90
1785714033174,3,54,18,1027,793,90
1785714034677,5,54,18,1027,788,90
1785714038188,3,54,18,1027,785,90
1785714038688,3,54,18,1027,782,90
1785714040186,3,54,18,1027,779,90
1785714041186,3,54,18,1027,776,90
1785714042189,3,54,18,1027,773,90
1785714044191,3,54,18,1027,770,90
1785714044191,3,54,18,1027,767,90
1785714046192,3,54,18,1027,814,90
1785714047696,3,54,18,1027,811,90
1785714049698,3,54,18,1027,808,90
1785714050199,4,54,18,1027,804,90
1785714051702,3,54,18,1027,801,90
1785714053201,4,54,18,1027,819,90
1785714055202,4,54,18,1027,815,90
1785714059209,5,54,18,1027,810,90
1785714062714,3,54,18,1027,807,90
1785714064716,3,54,18,1027,804,90
1785714065718,4,54,18,1027,800,90
1785714066718,3,54,18,1027,797,90
1785714068719,5,54,18,1027,792,90
1785714070221,4,54,18,1027,788,90
1785714071724,3,54,18,1027,785,90
1785714072223,3,54,18,1027,782,90
1785714074224,5,54,18,1027,777,90
1785714074726,5,54,18,1027,772,90
1785714077730,6,54,18,1027,788,90
1785714079730,3,54,18,1027,785,90
1785714081231,5,54,18,1027,780,90
1785714084233,5,54,18,1027,775,90
1785714087235,4,54,18,1027,771,90
1785714088738,3,54,18,1027,768,90
1785714090237,3,54,18,1027,815,90
1785714090739,6,54,18,1027,809,90
1785714093240,6,54,18,1027,803,90
1785714099249,3,54,18,1027,800,90
1785714099752,3,54,18,1027,797,90
1785714101752,3,54,18,1027,794,90
1785714103756,6,54,18,1027,810,90
1785714105255,5,54,18,1027,805,90
1785714107256,6,54,18,1027,799,90
1785714108759,3,54,18,1027,796,90
1785714110762,3,54,18,1027,793,90
1785714112764,3,54,18,1027,790,90
1785714114765,3,54,18,1027,787,90
1785714114765,6,54,18,1027,781,90
1785714116265,5,54,18,1027,776,90
1785714117772,5,54,18,1027,1022,90
1785714118267,5,54,18,1027,1017,90
1785714120275,5,54,18,1027,1012,90
1785714120769,3,54,18,1027,1009,90
1785714124271,5,54,18,1027,1004,90
1785714127274,6,54,18,1027,998,90
1785714129779,5,54,18,1027,1015,90
1785714130281,3,54,18,1027,1012,90
1785714131781,5,54,18,1027,1007,90
1785714133284,3,54,18,1027,1004,90
1785714135289,4,54,18,1027,1000,90
1785714136289,5,54,18,1027,995,90
1785714137291,6,54,18,1027,989,90
1785714139293,3,54,18,1027,986,90
1785714139293,3,54,18,1027,983,90
1785714140797,5,54,18,1027,978,90
1785714142801,3,54,18,1027,975,90
1785714148302,6,54,18,1027,969,90
1785714148845,3,54,18,1027,966,90
1785714150304,3,54,18,1027,963,90
1785714152305,5,54,18,1027,958,90
1785714153812,6,54,18,1027,974,90
1785714155814,4,54,18,1027,970,90
1785714160823,3,54,18,1027,967,90
1785714161819,3,54,18,1027,964,90
1785714163318,3,54,18,1027,961,90
1785714165319,3,54,18,1027,958,90
1785714167324,3,54,18,1027,955,90
1785714169827,4,54,18,1027,951,90
1785714172829,5,54,18,1027,946,90
1785714173328,6,54,18,1027,940,90
1785714176333,3,54,18,1027,937,90
1785714178338,3,54,18,1027,934,90
1785714182339,4,54,18,1027,952,90
1785714183842,3,54,18,1027,949,90
1785714185846,6,54,18,1027,943,90
1785714187345,4,54,18,1027,939,90
1785714188344,3,54,18,1027,936,90
1785714189345,5,54,18,1027,931,90
1785714191348,5,54,18,1027,926,90
1785714191351,6,54,18,1027,920,90
1785714194352,3,54,18,1027,917,90
1785714194855,3,54,18,1027,914,90
1785714197857,3,54,18,1027,911,90
1785714200358,5,54,18,1027,906,90
1785714200863,3,54,18,1027,903,90
1785714202359,3,54,18,1027,900,90
1785714203862,5,54,18,1027,895,90
1785714203862,3,54,18,1027,892,90
1785714205863,4,54,18,1027,910,90
1785714206862,4,54,18,1027,906,90
1785714207863,5,54,18,1027,901,90
1785714209867,6,54,18,1027,895,90
1785714212867,6,54,18,1027,889,90
1785714213368,3,54,18,1027,886,90
1785714215374,6,54,18,1027,880,90
1785714215869,3,54,18,1027,877,90
1785714216870,5,54,18,1027,872,90
1785714220874,6,54,18,1027,866,90
1785714226379,3,54,18,1027,863,90
1785714229881,5,54,18,1027,880,90
1785714231890,3,54,18,1027,877,90
1785714234385,3,54,18,1027,874,90
1785714235888,4,54,18,1027,870,90
1785714237388,3,54,18,1027,867,90
1785714237388,4,54,18,1027,863,90
1785714241418,3,54,18,1027,860,90
1785714245413,3,54,18,1027,857,90
1785714252925,4,54,18,1027,853,90
1785714254930,5,54,18,1027,848,90
1785714255928,3,54,18,1027,867,90
1785714258430,3,54,18,1027,864,90
1785714258932,6,54,18,1027,858,90
1785714260433,5,54,18,1027,853,90
1785714261937,4,54,18,1027,849,90
1785714262437,6,54,18,1027,843,90
1785714264442,3,54,18,1027,840,90
1785714265444,5,54,18,1027,835,90
1785714265944,3,54,18,1027,832,90
1785714268449,4,54,18,1027,828,90
1785714269947,3,54,18,1027,825,90
1785714273450,5,54,18,1027,820,90
1785714275454,6,54,18,1027,814,90
1785714276953,4,54,18,1027,810,90
1785714322004,4,54,18,1027,745,
1785714329738,3,54,18,1027,742,
1785714329738,4,54,18,1027,738,
1785714329738,6,54,18,1027,732,
1785714329738,5,54,18,1027,727,
1785714331585,6,54,18,1027,743,
1785714332512,4,54,18,1027,739,
1785714333513,6,54,18,1027,783,
1785714337010,4,54,18,1027,779,
1785714339010,6,54,18,1027,773,
1785714340522,6,54,18,1027,767,
1785714342521,3,54,18,1027,814,
1785714346021,6,54,18,1027,808,
1785714361036,7,54,18,1027,823,
1785714363036,7,54,18,1027,816,
1785714367039,10,54,18,1027,806,
1785714368555,7,54,18,1027,799,
1785714372548,7,54,18,1027,792,
1785714374046,3,54,18,1027,789,
1785714378050,9,54,18,1027,780,
1785714380052,8,54,18,1027,772,
1785714381562,5,54,18,1027,767,
1785714383557,3,54,18,1027,786,
1785714385564,10,54,18,1027,776,
1785714387058,3,54,18,1027,773,
1785714389064,10,54,18,1027,763,
1785714389064,4,54,18,1027,759,
1785714391066,7,54,18,1027,802,
1785714391066,4,54,18,1027,798,
1785714392570,10,54,18,1027,788,
1785714392572,4,54,18,1027,784,
1785714394579,3,54,18,1027,781,
1785714398578,3,54,18,1027,778,
1785714402082,4,54,18,1027,774,32
1785714411592,4,54,18,1027,792,90
1785714427102,13,54,18,1027,779,
1785714430608,17,54,18,1027,762,992
1785714432609,13,54,18,1027,799,992
1785714434611,19,54,18,1027,802,992
1785714438210,15,54,18,1027,787,992
1785714438726,5,54,18,1027,782,992
1785714440223,13,54,18,1027,769,992
1785714441728,18,54,18,1027,801,992
1785714442736,4,54,18,1027,797,992
1785714443731,16,54,18,1027,781,992
1785714444730,6,54,18,1027,775,992
1785714445731,16,54,18,1027,759,992
1785714447229,19,54,18,1027,790,992
1785714447731,10,54,18,1027,780,992
1785714448230,3,54,18,1027,777,992
1785714449231,16,54,18,1027,761,992
1785714449734,12,54,18,1027,749,992
1785714451235,15,57,18,1027,784,992
1785714451747,4,57,18,1027,780,992
1785714453240,16,57,18,1027,764,992
1785714453240,12,57,18,1027,752,992
1785714454745,14,57,18,1027,788,992
1785714455241,9,57,18,1027,779,992
1785714455746,3,57,18,1027,776,992
1785714456745,18,57,18,1027,758,992
1785714457243,6,57,18,1027,752,992
1785714457243,3,57,18,1027,749,992
1785714458758,19,57,18,1027,802,992
1785714458759,9,57,18,1027,793,992
1785714459243,4,57,18,1027,789,992
1785714460247,16,57,18,1027,773,992
1785714460759,6,57,18,1027,767,992
1785714461250,3,57,18,1027,764,992
1785714462755,9,57,18,1027,805,992
1785714463252,3,57,18,1027,802,992
1785714464253,15,57,18,1027,787,992
1785714464757,6,57,18,1027,781,992
1785714464757,5,57,18,1027,776,992
1785714464757,3,57,18,1027,773,992
1785714466255,19,57,18,1027,754,992
1785714466255,7,57,18,1027,747,992
1785714466760,6,57,18,1027,741,992
1785714467759,16,57,18,1027,775,992
1785714468764,4,57,18,1027,771,992
1785714468764,3,57,18,1027,768,992
1785714469769,19,57,18,1027,749,992
1785714470258,12,57,18,1027,787,992
1785714471763,19,57,18,1027,768,992
1785714471764,6,57,18,1027,762,992
1785714472260,3,57,18,1027,759,992
1785714472260,4,57,18,1027,755,992
1785714473765,12,57,18,1027,793,992
1785714474260,6,57,18,1027,787,992
1785714475262,17,57,18,1027,770,992
1785714475767,3,57,18,1027,767,992
1785714475767,6,57,18,1027,761,992
1785714477265,17,57,18,1027,794,992
1785714477765,6,57,18,1027,788,992
1785714477765,4,57,18,1027,784,992
1785714477766,4,57,18,1027,780,992
1785714478766,18,57,18,1027,762,992
1785714479265,7,57,18,1027,755,992
1785714479767,3,57,18,1027,802,992
1785714480769,15,57,18,1027,787,992
1785714481267,9,57,18,1027,778,992
1785714481268,3,57,18,1027,775,992
1785714481268,4,57,18,1027,771,992
1785714482774,14,57,18,1027,757,992
1785714483268,9,57,18,1027,748,992
1785714483268,3,57,18,1027,745,992
1785714484771,19,57,18,1027,798,992
1785714484771,4,57,18,1027,794,992
1785714484771,7,57,18,1027,787,992
1785714485269,5,57,18,1027,782,992
1785714486775,16,57,18,1027,766,992
1785714486775,6,57,18,1027,760,992
1785714486775,3,57,18,1027,757,992
1785714488275,18,57,18,1027,789,992
1785714488776,6,57,18,1027,783,992
1785714488776,9,57,18,1027,774,992
1785714488776,6,57,18,1027,768,992
1785714490279,17,57,18,1027,801,992
1785714490279,6,57,18,1027,795,992
1785714490780,6,57,18,1027,789,992
1785714492280,5,57,18,1027,784,992
1785714492280,6,57,18,1027,778,992
1785714492280,10,57,18,1027,768,992
1785714494280,14,57,18,1027,804,992
1785714494281,3,57,18,1027,801,992
1785714494281,4,57,18,1027,797,992
1785714494281,10,57,18,1027,787,992
1785714495783,19,57,18,1027,768,992
1785714495783,3,57,18,1027,765,992
1785714496282,6,57,18,1027,759,992
1785714496282,7,57,18,1027,752,992
1785714497785,19,57,18,1027,783,992
1785714497785,6,57,18,1027,777,992
1785714497785,3,57,18,1027,774,992
1785714497785,6,57,18,1027,768,992
1785714499786,14,57,18,1027,804,992
1785714499786,4,57,18,1027,800,992
1785714499787,6,57,18,1027,794,992
1785714501287,19,57,18,1027,775,992
1785714501790,4,57,18,1027,771,992
1785714501790,4,57,18,1027,767,992
1785714501790,7,57,18,1027,760,992
1785714503290,14,57,18,1027,796,992
1785714503290,3,57,18,1027,793,992
1785714505291,6,57,18,1027,787,992
1785714505291,14,57,18,1027,773,992
1785714505291,12,57,18,1027,761,992
1785714507293,3,57,18,1027,808,992
1785714507293,9,57,18,1027,799,992
1785714507293,14,57,18,1027,785,992
1785714508797,4,57,18,1027,803,992
1785714509300,10,57,18,1027,793,992
1785714509300,16,57,18,1027,777,992
1785714510796,10,57,18,1027,767,992
1785714510797,14,57,18,1027,753,992
1785714512804,5,57,18,1027,798,
1785714512804,12,57,18,1027,786,
1785714512804,4,57,18,1027,782,
1785714516302,4,57,18,1027,778,32
1785714516302,3,57,18,1027,775,32
1785714518306,3,57,18,1027,772,32
1785714518306,4,57,18,1027,768,32
1785714518306,5,57,18,1027,763,32
1785714520306,5,57,18,1027,808,32
1785714520306,4,57,18,1027,804,32
1785714522306,3,57,18,1027,801,32
1785714522306,7,57,18,1027,794,32
1785714522306,5,57,18,1027,789,32
1785714525811,5,57,18,1027,784,32
1785714527814,3,57,18,1027,781,32
1785714544401,5,57,18,1027,798,32;90
1785714549906,4,57,18,1027,794,32
1785714551908,4,57,18,1027,790,32
1785714568927,4,57,18,1027,808,32;90
1785714587949,3,57,18,1027,827,32
1785714593451,5,57,18,1027,822,32
1785714595453,3,57,18,1027,819,32
1785714596958,5,57,18,1027,814,32
1785714613468,4,57,18,1027,832,32
1785714630481,9,57,18,1027,823,32;992
1785714633986,10,57,18,1027,813,32;992
1785714639990,10,57,18,1027,825,32;992
1785714641492,7,57,18,1027,818,32;992
1785714643493,9,57,18,1027,809,32;992
1785714645494,9,57,18,1027,800,32;992
1785714647000,10,57,18,1027,790,32;992
1785714653505,37,57,18,1027,753,32;992
1785714654504,11,57,18,1027,742,32;992
1785714655505,39,57,18,1027,753,32;992
1785714657008,34,57,18,1027,769,32;992
1785714658507,11,57,18,1027,808,32;992
1785714659008,34,57,18,1027,774,32;992
1785714660509,10,57,18,1027,786,32;992
1785714660509,31,57,18,1027,755,32;992
1785714662511,9,57,18,1027,796,32;992
1785714667524,5,57,18,1027,791,32;992
1785714668027,19,57,18,1027,772,32;992
1785714669027,12,57,18,1027,760,32;992
1785714682042,5,57,18,1027,805,32;992
1785714685044,4,57,18,1027,823,32;992
1785715519051,6,54,18,1027,912,
1785715527852,4,54,18,1027,908,
1785715527852,5,54,18,1027,903,
1785715527853,3,54,18,1027,922,
1785715527853,6,54,18,1027,916,
1785715527853,3,54,18,1027,913,
1785715527853,3,54,18,1027,910,
1785715527853,3,54,18,1027,907,
1785715528559,5,54,18,1027,902,
1785715530060,6,54,18,1027,896,
1785715530060,3,54,18,1027,893,
1785715532061,3,54,18,1027,890,
1785715533563,5,54,18,1027,885,
1785715537570,7,54,18,1027,878,
1785715537570,6,54,18,1027,872,
1785715539574,4,54,18,1027,868,
1785715542576,4,54,18,1027,864,
1785715546084,3,54,18,1027,861,
1785715548082,3,54,18,1027,880,
1785715569102,7,54,18,1027,873,
1785715571104,7,54,18,1027,866,
1785715572607,10,54,18,1027,878,
1785715576609,8,54,18,1027,870,
1785715578621,10,54,18,1027,860,
1785715584123,10,54,18,1027,850,
1785715590128,7,54,18,1027,843,
1785715591631,10,54,18,1027,833,
1785715597637,7,54,18,1027,826,
1785715637675,9,64,18,1027,861,
1785715639677,10,64,18,1027,851,
1785715641679,9,64,18,1027,842,
1785715645183,11,64,18,1027,831,
1785715647184,8,64,18,1027,823,
1785715649187,11,64,18,1027,834,
1785715651189,12,64,18,1027,822,
1785715652690,9,64,18,1027,813,
1785715654698,8,64,18,1027,805,
1785715656695,11,64,18,1027,794,
1785715658698,10,64,18,1027,784,
1785715660197,12,64,18,1027,772,
1785715666208,9,64,18,1027,763,
1785715667709,12,64,18,1027,801,
1785715669711,9,64,18,1027,792,
1785715671718,12,64,18,1027,780,
1785715673719,10,64,18,1027,770,
1785715675219,9,64,18,1027,783,
1785715678724,8,64,18,1027,775,
1785715680726,9,64,18,1027,766,
1785715706247,9,64,18,1027,829,992
1785715717257,9,64,18,1027,820,992
1785715719260,9,64,18,1027,811,992
1785715721262,9,64,18,1027,802,992
1785715728266,9,64,18,1027,815,992
1785715737781,11,64,18,1027,804,992
1785715817885,10,64,18,1027,860,992
1785715821386,12,64,18,1027,848,992
1785715824890,10,64,18,1027,838,992
1785715828398,9,64,18,1027,851,992
1785715830393,10,64,18,1027,841,992
1785715832397,12,64,18,1027,829,992
1785715835903,8,64,18,1027,821,992
1785715837907,9,64,18,1027,812,992
1785715843420,9,64,18,1027,803,992
1785715846920,9,64,18,1027,794,992
1785715861936,9,64,18,1027,807,992
1785715863431,12,64,18,1027,795,992
1785715865433,12,64,18,1027,783,992
1785715867443,8,64,18,1027,775,992
1785715868948,11,64,18,1027,764,992
1785715870946,12,64,18,1027,802,992
1785715876449,11,64,18,1027,791,992
1785715878453,9,64,18,1027,804,992
1785715882456,9,64,18,1027,795,992
1785715883961,12,64,18,1027,783,992
1785715885962,11,64,18,1027,772,992
1785715887964,9,64,18,1027,763,992
1785715891465,10,64,18,1027,803,992
1785715893467,9,64,18,1027,794,992
1785715894969,9,64,18,1027,785,992
1785715896972,8,64,18,1027,777,992
1785716142838,9,64,18,1027,988,992
1785716146845,8,64,18,1027,980,992
1785716159355,9,64,18,1027,971,992
1785716161356,12,64,18,1027,981,992
1785716164859,9,64,18,1027,972,992
1785716168859,10,64,18,1027,962,992
1785716170862,11,64,18,1027,951,992
1785716172367,9,64,18,1027,942,992
1785716174369,9,64,18,1027,933,992
1785716176368,8,64,18,1027,925,992
1785716178373,9,64,18,1027,916,992
1785716242437,6,64,18,1027,976,
1785716274964,5,54,18,1027,993,90
1785716276467,3,54,18,1027,990,
1785716280473,4,54,18,1027,986,32
1785716281970,6,54,18,1027,980,32
1785716307993,3,54,18,1027,999,90
1785716335535,5,64,18,1027,1022,90
1785716339543,5,64,18,1027,1017,32
1785716341543,4,64,18,1027,1013,32
1785716346547,5,64,18,1027,1008,32;90
1785716346547,4,64,18,1027,1004,32;90
1785716347548,13,64,18,1027,991,32
1785716348554,6,64,18,1027,985,32
1785716349555,6,64,18,1027,979,32
1785716350054,4,64,18,1027,975,32
1785716351560,6,64,18,1027,969,32
1785716353057,9,64,18,1027,960,32
1785716360581,4,64,18,1027,978,32
1785716360581,4,64,18,1027,974,32
1785716362875,5,64,18,1027,969,32
1785716362875,4,64,18,1027,965,32
1785716364568,3,54,18,1027,962,32
1785716366070,4,54,18,1027,958,32
1785716368070,3,54,18,1027,955,32;90
1785716369071,3,54,18,1027,952,32;90
1785716369579,3,54,18,1027,949,32
1785716370073,6,54,18,1027,943,32
1785716374579,4,54,18,1027,939,32;90
1785716375583,10,54,18,1027,929,32;90
1785716377083,7,54,18,1027,922,32;90
